v:
3;3.0001;3.0004;3.0009;3.0016;3.0025;3.0036;3.0049;3.0064;3.0081;3.01;3.0121;3.0144;3.0169;3.0196;3.0225;3.0256;3.0289;3.0324;3.0361;3.04;3.0441;3.0484;3.0529;3.0576;3.0625;3.0676;3.0729;3.0784;3.0841;3.09;3.0961;3.1024;3.1089;3.1156;3.1225;3.1296;3.1369;3.1444;3.1521;3.16;3.1681;3.1764;3.1849;3.1936;3.2025;3.2116;3.2209;3.2304;3.2401;3.25;3.2601;3.2704;3.2809;3.2916;3.3025;3.3136;3.3249;3.3364;3.3481;3.36;3.3721;3.3844;3.3969;3.4096;3.4225;3.4356;3.4489;3.4624;3.4761;3.49;3.5041;3.5184;3.5329;3.5476;3.5625;3.5776;3.5929;3.6084;3.6241;3.64;3.6561;3.6724;3.6889;3.7056;3.7225;3.7396;3.7569;3.7744;3.7921;3.81;3.8281;3.8464;3.8649;3.8836;3.9025;3.9216;3.9409;3.9604;3.9801;4;
3;3.0001;3.0004;3.0009;3.0016;3.0025;3.0036;3.0049;3.0064;3.0081;3.01;3.0121;3.0144;3.0169;3.0196;3.0225;3.0256;3.0289;3.0324;3.0361;3.04;3.0441;3.0484;3.0529;3.0576;3.0625;3.0676;3.0729;3.0784;3.0841;3.09;3.0961;3.1024;3.1089;3.1156;3.1225;3.1296;3.1369;3.1444;3.1521;3.16;3.1681;3.1764;3.1849;3.1936;3.2025;3.2116;3.2209;3.2304;3.2401;3.25;3.2601;3.2704;3.2809;3.2916;3.3025;3.3136;3.3249;3.3364;3.3481;3.36;3.3721;3.3844;3.3969;3.4096;3.4225;3.4356;3.4489;3.4624;3.4761;3.49;3.5041;3.5184;3.5329;3.5476;3.5625;3.5776;3.5929;3.6084;3.6241;3.64;3.6561;3.6724;3.6889;3.7056;3.7225;3.7396;3.7569;3.7744;3.7921;3.81;3.8281;3.8464;3.8649;3.8836;3.9025;3.9216;3.9409;3.9604;3.9801;4;
3.00001;3.00011;3.00041;3.00091;3.00161;3.00251;3.00361;3.00491;3.00641;3.00811;3.01001;3.01211;3.01441;3.01691;3.01961;3.02251;3.02561;3.02891;3.03241;3.03611;3.04001;3.04411;3.04841;3.05291;3.05761;3.06251;3.06761;3.07291;3.07841;3.08411;3.09001;3.09611;3.10241;3.10891;3.11561;3.12251;3.12961;3.13691;3.14441;3.15211;3.16001;3.16811;3.17641;3.18491;3.19361;3.20251;3.21161;3.22091;3.23041;3.24011;3.25001;3.26011;3.27041;3.28091;3.29161;3.30251;3.31361;3.32491;3.33641;3.34811;3.36001;3.37211;3.38441;3.39691;3.40961;3.42251;3.43561;3.44891;3.46241;3.47611;3.49001;3.50411;3.51841;3.53291;3.54761;3.56251;3.57761;3.59291;3.60841;3.62411;3.64001;3.65611;3.67241;3.68891;3.70561;3.72251;3.73961;3.75691;3.77441;3.79211;3.81001;3.82811;3.84641;3.86491;3.88361;3.90251;3.92161;3.94091;3.96041;3.98011;4.00001;
3.00003;3.00013;3.00043;3.00093;3.00163;3.00253;3.00363;3.00493;3.00643;3.00813;3.01003;3.01213;3.01443;3.01693;3.01963;3.02253;3.02563;3.02893;3.03243;3.03613;3.04003;3.04413;3.04843;3.05293;3.05763;3.06253;3.06763;3.07293;3.07843;3.08413;3.09003;3.09613;3.10243;3.10893;3.11563;3.12253;3.12963;3.13693;3.14443;3.15213;3.16003;3.16813;3.17643;3.18493;3.19363;3.20253;3.21163;3.22093;3.23043;3.24013;3.25003;3.26013;3.27043;3.28093;3.29163;3.30253;3.31363;3.32493;3.33643;3.34813;3.36003;3.37213;3.38443;3.39693;3.40963;3.42253;3.43563;3.44893;3.46243;3.47613;3.49003;3.50413;3.51843;3.53293;3.54763;3.56253;3.57763;3.59293;3.60843;3.62413;3.64003;3.65613;3.67243;3.68893;3.70563;3.72253;3.73963;3.75693;3.77443;3.79213;3.81003;3.82813;3.84643;3.86493;3.88363;3.90253;3.92163;3.94093;3.96043;3.98013;4.00003;
3.00006;3.00016;3.00046;3.00096;3.00166;3.00256;3.00366;3.00496;3.00646;3.00816;3.01006;3.01216;3.01446;3.01696;3.01966;3.02256;3.02566;3.02896;3.03246;3.03616;3.04006;3.04416;3.04846;3.05296;3.05766;3.06256;3.06766;3.07296;3.07846;3.08416;3.09006;3.09616;3.10246;3.10896;3.11566;3.12256;3.12966;3.13696;3.14446;3.15216;3.16006;3.16816;3.17646;3.18496;3.19366;3.20256;3.21166;3.22096;3.23046;3.24016;3.25006;3.26016;3.27046;3.28096;3.29166;3.30256;3.31366;3.32496;3.33646;3.34816;3.36006;3.37216;3.38446;3.39696;3.40966;3.42256;3.43566;3.44896;3.46246;3.47616;3.49006;3.50416;3.51846;3.53296;3.54766;3.56256;3.57766;3.59296;3.60846;3.62416;3.64006;3.65616;3.67246;3.68896;3.70566;3.72256;3.73966;3.75696;3.77446;3.79216;3.81006;3.82816;3.84646;3.86496;3.88366;3.90256;3.92166;3.94096;3.96046;3.98016;4.00006;
3.00013;3.00022;3.00052;3.00102;3.00172;3.00262;3.00372;3.00502;3.00652;3.00822;3.01012;3.01222;3.01452;3.01702;3.01972;3.02262;3.02572;3.02902;3.03252;3.03622;3.04012;3.04422;3.04852;3.05302;3.05772;3.06262;3.06772;3.07302;3.07852;3.08422;3.09012;3.09622;3.10252;3.10902;3.11572;3.12262;3.12972;3.13702;3.14452;3.15222;3.16012;3.16822;3.17652;3.18502;3.19372;3.20262;3.21172;3.22102;3.23052;3.24022;3.25012;3.26022;3.27052;3.28102;3.29172;3.30262;3.31372;3.32502;3.33652;3.34822;3.36012;3.37222;3.38452;3.39702;3.40972;3.42262;3.43572;3.44902;3.46252;3.47622;3.49012;3.50422;3.51852;3.53302;3.54772;3.56262;3.57772;3.59302;3.60852;3.62422;3.64012;3.65622;3.67252;3.68902;3.70572;3.72262;3.73972;3.75702;3.77452;3.79222;3.81012;3.82822;3.84652;3.86502;3.88372;3.90262;3.92172;3.94102;3.96052;3.98022;4.00012;
3.00022;3.00032;3.00062;3.00112;3.00182;3.00272;3.00382;3.00512;3.00662;3.00832;3.01022;3.01232;3.01462;3.01712;3.01982;3.02272;3.02582;3.02912;3.03262;3.03632;3.04022;3.04432;3.04862;3.05312;3.05782;3.06272;3.06782;3.07312;3.07862;3.08432;3.09022;3.09632;3.10262;3.10912;3.11582;3.12272;3.12982;3.13712;3.14462;3.15232;3.16022;3.16832;3.17662;3.18512;3.19382;3.20272;3.21182;3.22112;3.23062;3.24032;3.25022;3.26032;3.27062;3.28112;3.29182;3.30272;3.31382;3.32512;3.33662;3.34832;3.36022;3.37232;3.38462;3.39712;3.40982;3.42272;3.43582;3.44912;3.46262;3.47632;3.49022;3.50432;3.51862;3.53312;3.54782;3.56272;3.57782;3.59312;3.60862;3.62432;3.64022;3.65632;3.67262;3.68912;3.70582;3.72272;3.73982;3.75712;3.77462;3.79232;3.81022;3.82832;3.84662;3.86512;3.88382;3.90272;3.92182;3.94112;3.96062;3.98032;4.00022;
3.00034;3.00044;3.00074;3.00124;3.00194;3.00284;3.00394;3.00524;3.00674;3.00844;3.01034;3.01244;3.01474;3.01724;3.01994;3.02284;3.02594;3.02924;3.03274;3.03644;3.04034;3.04444;3.04874;3.05324;3.05794;3.06284;3.06794;3.07324;3.07874;3.08444;3.09034;3.09644;3.10274;3.10924;3.11594;3.12284;3.12994;3.13724;3.14474;3.15244;3.16034;3.16844;3.17674;3.18524;3.19394;3.20284;3.21194;3.22124;3.23074;3.24044;3.25034;3.26044;3.27074;3.28124;3.29194;3.30284;3.31394;3.32524;3.33674;3.34844;3.36034;3.37244;3.38474;3.39724;3.40994;3.42284;3.43594;3.44924;3.46274;3.47644;3.49034;3.50444;3.51874;3.53324;3.54794;3.56284;3.57794;3.59324;3.60874;3.62444;3.64034;3.65644;3.67274;3.68924;3.70594;3.72284;3.73994;3.75724;3.77474;3.79244;3.81034;3.82844;3.84674;3.86524;3.88394;3.90284;3.92194;3.94124;3.96074;3.98044;4.00034;
3.00051;3.00061;3.00091;3.00141;3.00211;3.00301;3.00411;3.00541;3.00691;3.00861;3.01051;3.01261;3.01491;3.01741;3.02011;3.02301;3.02611;3.02941;3.03291;3.03661;3.04051;3.04461;3.04891;3.05341;3.05811;3.06301;3.06811;3.07341;3.07891;3.08461;3.09051;3.09661;3.10291;3.10941;3.11611;3.12301;3.13011;3.13741;3.14491;3.15261;3.16051;3.16861;3.17691;3.18541;3.19411;3.20301;3.21211;3.22141;3.23091;3.24061;3.25051;3.26061;3.27091;3.28141;3.29211;3.30301;3.31411;3.32541;3.33691;3.34861;3.36051;3.37261;3.38491;3.39741;3.41011;3.42301;3.43611;3.44941;3.46291;3.47661;3.49051;3.50461;3.51891;3.53341;3.54811;3.56301;3.57811;3.59341;3.60891;3.62461;3.64051;3.65661;3.67291;3.68941;3.70611;3.72301;3.74011;3.75741;3.77491;3.79261;3.81051;3.82861;3.84691;3.86541;3.88411;3.90301;3.92211;3.94141;3.96091;3.98061;4.00051;
3.00073;3.00083;3.00113;3.00163;3.00233;3.00323;3.00433;3.00563;3.00713;3.00883;3.01073;3.01283;3.01513;3.01763;3.02033;3.02323;3.02633;3.02963;3.03313;3.03683;3.04073;3.04483;3.04913;3.05363;3.05833;3.06323;3.06833;3.07363;3.07913;3.08483;3.09073;3.09683;3.10313;3.10963;3.11633;3.12323;3.13033;3.13763;3.14513;3.15283;3.16073;3.16883;3.17713;3.18563;3.19433;3.20323;3.21233;3.22163;3.23113;3.24083;3.25073;3.26083;3.27113;3.28163;3.29233;3.30323;3.31433;3.32563;3.33713;3.34883;3.36073;3.37283;3.38513;3.39763;3.41033;3.42323;3.43633;3.44963;3.46313;3.47683;3.49073;3.50483;3.51913;3.53363;3.54833;3.56323;3.57833;3.59363;3.60913;3.62483;3.64073;3.65683;3.67313;3.68963;3.70633;3.72323;3.74033;3.75763;3.77513;3.79283;3.81073;3.82883;3.84713;3.86563;3.88433;3.90323;3.92233;3.94163;3.96113;3.98083;4.00073;
